Annotation Cluster 1	EnrichmentScore:4.81021755101
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0007155~cell adhesion	13	8.44155844156	0.0471136793723	35038_AT, 40350_AT, 38926_AT, 35903_AT, 33077_AT, 1403_S_AT, 1112_G_AT, 35169_AT, 1910_S_AT, 38482_AT, 38508_S_AT, 39511_AT, 1372_AT	136	700	13528	1.84731092437	1.0	0.912887976807	54.8988238161
GOTERM_BP_FAT	GO:0022610~biological adhesion	13	8.44155844156	0.0475357233953	35038_AT, 40350_AT, 38926_AT, 35903_AT, 33077_AT, 1403_S_AT, 1112_G_AT, 35169_AT, 1910_S_AT, 38482_AT, 38508_S_AT, 39511_AT, 1372_AT	136	701	13528	1.84467567341	1.0	0.90726730643	55.2272865076
Annotation Cluster 7	EnrichmentScore:1.52935049254
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SP_PIR_KEYWORDS	palmitate	7	4.54545454545	0.00596937460665	37983_AT, 41703_R_AT, 38691_S_AT, 34618_AT, 34467_G_AT, 919_AT, 32279_AT	148	213	19235	4.27119020429	0.854546457602	0.0877166919548	7.76872324211
SP_PIR_KEYWORDS	lipoprotein	12	7.79220779221	0.0104022024554	33371_S_AT, 33530_AT, 35903_AT, 37983_AT, 41703_R_AT, 38691_S_AT, 34618_AT, 606_AT, 1112_G_AT, 34467_G_AT, 919_AT, 32279_AT	148	642	19235	2.42927506946	0.965508835514	0.126006275522	13.1719143401
UP_SEQ_FEATURE	lipid moiety-binding region:S-palmitoyl cysteine	6	3.8961038961	0.0123942011862	37983_AT, 41703_R_AT, 38691_S_AT, 34467_G_AT, 919_AT, 32279_AT	146	181	19113	4.33958979793	0.999694664928	0.554879425208	16.9871768989
SP_PIR_KEYWORDS	transducer	3	1.94805194805	0.991574506531	37983_AT, 34467_G_AT, 919_AT	148	874	19235	0.446108293648	1.0	0.99999979087	100.0
Annotation Cluster 8	EnrichmentScore:1.4943403532
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0003013~circulatory system process	7	4.54545454545	0.0108644688921	35038_AT, 33963_AT, 38604_AT, 37983_AT, 31621_S_AT, 1419_G_AT, 31687_F_AT	136	186	13528	3.74351676154	0.999999808479	0.668748144312	16.4929828571
GOTERM_BP_FAT	GO:0008015~blood circulation	7	4.54545454545	0.0108644688921	35038_AT, 33963_AT, 38604_AT, 37983_AT, 31621_S_AT, 1419_G_AT, 31687_F_AT	136	186	13528	3.74351676154	0.999999808479	0.668748144312	16.4929828571
GOTERM_BP_FAT	GO:0008217~regulation of blood pressure	4	2.5974025974	0.0783072308696	38604_AT, 37983_AT, 1419_G_AT, 31687_F_AT	136	100	13528	3.97882352941	1.0	0.955873086476	73.9571440531
GOTERM_BP_FAT	GO:0003018~vascular process in circulatory system	3	1.94805194805	0.113977655437	33963_AT, 37983_AT, 31687_F_AT	136	58	13528	5.14503042596	1.0	0.953107751834	86.4211868535
Annotation Cluster 9	EnrichmentScore:1.38189525947
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SP_PIR_KEYWORDS	chemotaxis	6	3.8961038961	0.000225724953943	33963_AT, 36703_AT, 37454_AT, 1403_S_AT, 36436_AT, 36766_AT	148	72	19235	10.830518018	0.0701124737239	0.00804431874402	0.304460196028
GOTERM_BP_FAT	GO:0006935~chemotaxis	7	4.54545454545	0.00535111274905	33963_AT, 36703_AT, 31793_AT, 37454_AT, 1403_S_AT, 31506_S_AT, 36436_AT, 36766_AT	136	160	13528	4.35183823529	0.999498306623	0.718114289254	8.47224445346
GOTERM_BP_FAT	GO:0042330~taxis	7	4.54545454545	0.00535111274905	33963_AT, 36703_AT, 31793_AT, 37454_AT, 1403_S_AT, 31506_S_AT, 36436_AT, 36766_AT	136	160	13528	4.35183823529	0.999498306623	0.718114289254	8.47224445346
GOTERM_BP_FAT	GO:0007610~behavior	12	7.79220779221	0.00729699676617	33963_AT, 38604_AT, 38236_AT, 37454_AT, 31793_AT, 1403_S_AT, 1355_G_AT, 36766_AT, 1910_S_AT, 36703_AT, 34249_AT, 31506_S_AT, 36436_AT	136	469	13528	2.54508967766	0.999968654195	0.645498609378	11.38228781
INTERPRO	IPR000827:Small chemokine, C-C group, conserved site	3	1.94805194805	0.0190389171058	36703_AT, 37454_AT, 1403_S_AT	143	25	16659	13.9795804196	0.999542162583	0.574433023089	23.5181278312
GOTERM_BP_FAT	GO:0050900~leukocyte migration	4	2.5974025974	0.0192186717587	33963_AT, 37096_AT, 36703_AT, 1403_S_AT	136	57	13528	6.98039215686	0.999999999999	0.820469287631	27.3985855506
PIR_SUPERFAMILY	PIRSF001950:small inducible chemokine, C/CC types	3	1.94805194805	0.0270260715153	36703_AT, 37454_AT, 1403_S_AT	84	23	7396	11.4844720497	0.937162120188	0.499325606024	26.2632984916
GOTERM_BP_FAT	GO:0006954~inflammatory response	8	5.19480519481	0.0443383451819	33963_AT, 36703_AT, 34636_AT, 37454_AT, 1403_S_AT, 32250_AT, 37968_AT, 1372_AT	136	325	13528	2.44850678733	1.0	0.907303647313	52.6818342974
INTERPRO	IPR001811:Small chemokine, interleukin-8-like	3	1.94805194805	0.0476534189461	36703_AT, 37454_AT, 1403_S_AT	143	41	16659	8.52413440218	0.999999996704	0.803588204007	49.3905302961
GOTERM_BP_FAT	GO:0007626~locomotory behavior	7	4.54545454545	0.0566833646557	33963_AT, 36703_AT, 31793_AT, 37454_AT, 1403_S_AT, 31506_S_AT, 36436_AT, 36766_AT	136	274	13528	2.54121940747	1.0	0.924387416493	61.8178357657
GOTERM_MF_FAT	GO:0008009~chemokine activity	3	1.94805194805	0.0635111817586	36703_AT, 37454_AT, 1403_S_AT	117	46	12983	7.23690078038	0.999999999969	0.779819615645	59.52517175
SMART	SM00199:SCY	3	1.94805194805	0.0657891721193	36703_AT, 37454_AT, 1403_S_AT	94	41	9079	7.06720290607	0.999211658942	0.832436842089	53.3398501929
GOTERM_MF_FAT	GO:0042379~chemokine receptor binding	3	1.94805194805	0.0709428861272	36703_AT, 37454_AT, 1403_S_AT	117	49	12983	6.7938252224	0.999999999998	0.797543195122	63.7348875722
SP_PIR_KEYWORDS	inflammatory response	3	1.94805194805	0.117320702599	36703_AT, 37454_AT, 1403_S_AT	148	77	19235	5.06361881362	1.0	0.582534505772	81.4667366514
SP_PIR_KEYWORDS	cytokine	4	2.5974025974	0.161182230861	36703_AT, 37454_AT, 1403_S_AT, 1890_AT	148	181	19235	2.87218157384	1.0	0.663235404535	90.6896350435
GOTERM_MF_FAT	GO:0005125~cytokine activity	4	2.5974025974	0.253120604208	36703_AT, 37454_AT, 1403_S_AT, 1890_AT	117	195	12983	2.27622178391	1.0	0.918283031422	98.2099940327
KEGG_PATHWAY	hsa04060:Cytokine-cytokine receptor interaction	5	3.24675324675	0.361881556976	36703_AT, 37454_AT, 1403_S_AT, 35915_AT, 1331_S_AT	60	262	5085	1.61736641221	1.0	0.892012221463	99.3698565199
KEGG_PATHWAY	hsa04062:Chemokine signaling pathway	4	2.5974025974	0.370199004533	36703_AT, 37454_AT, 1403_S_AT, 35373_AT	60	187	5085	1.8128342246	1.0	0.888211159797	99.4565357411
GOTERM_BP_FAT	GO:0016477~cell migration	4	2.5974025974	0.522355243277	33963_AT, 37096_AT, 36703_AT, 1403_S_AT	136	276	13528	1.44160272805	1.0	0.995062973181	99.9994925615
Annotation Cluster 10	EnrichmentScore:1.29965003521
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_FAT	GO:0000267~cell fraction	20	12.987012987	0.00745898733461	1974_S_AT, 33080_S_AT, 38236_AT, 38229_AT, 1403_S_AT, 33246_AT, 34467_G_AT, 1910_S_AT, 1786_AT, 33685_AT, 36703_AT, 40058_S_AT, 40735_AT, 1575_AT, 1391_S_AT, 37097_AT, 37166_AT, 34436_AT, 35566_F_AT, 33979_AT	124	1083	12782	1.90361302237	0.792424133584	0.269810855956	9.02545603975
GOTERM_CC_FAT	GO:0005626~insoluble fraction	13	8.44155844156	0.108844850874	1974_S_AT, 33080_S_AT, 38236_AT, 38229_AT, 34467_G_AT, 1910_S_AT, 33685_AT, 40058_S_AT, 1575_AT, 1391_S_AT, 37097_AT, 34436_AT, 35566_F_AT	124	839	12782	1.59719712407	0.999999999969	0.889193969448	76.6811243032
GOTERM_CC_FAT	GO:0005624~membrane fraction	12	7.79220779221	0.155439766773	33685_AT, 33080_S_AT, 38236_AT, 40058_S_AT, 38229_AT, 1575_AT, 1391_S_AT, 37097_AT, 34467_G_AT, 1910_S_AT, 34436_AT, 35566_F_AT	124	809	12782	1.52900833367	1.0	0.90606470606	88.1682910293
Annotation Cluster 11	EnrichmentScore:1.22190133413
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0009063~cellular amino acid catabolic process	4	2.5974025974	0.0304287978305	40735_AT, 1419_G_AT, 38201_AT, 32279_AT	136	68	13528	5.85121107266	1.0	0.826270068712	39.9419148768
GOTERM_BP_FAT	GO:0009310~amine catabolic process	4	2.5974025974	0.0430214355175	40735_AT, 1419_G_AT, 38201_AT, 32279_AT	136	78	13528	5.10105580694	1.0	0.908818868273	51.5944192035
GOTERM_BP_FAT	GO:0046395~carboxylic acid catabolic process	4	2.5974025974	0.0994746650681	40735_AT, 1419_G_AT, 38201_AT, 32279_AT	136	111	13528	3.58452570217	1.0	0.954539930139	82.2497567855
GOTERM_BP_FAT	GO:0016054~organic acid catabolic process	4	2.5974025974	0.0994746650681	40735_AT, 1419_G_AT, 38201_AT, 32279_AT	136	111	13528	3.58452570217	1.0	0.954539930139	82.2497567855
Annotation Cluster 12	EnrichmentScore:1.14864312567
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SP_PIR_KEYWORDS	phosphatidylinositol linkage	3	1.94805194805	0.0233364190722	33530_AT, 35903_AT, 1112_G_AT	148	31	19235	12.5773757629	0.999501244261	0.237802666285	27.3084325781
GOTERM_CC_FAT	GO:0031225~anchored to membrane	6	3.8961038961	0.0612678048221	33530_AT, 35903_AT, 41703_R_AT, 1112_G_AT, 919_AT, 32279_AT	124	220	12782	2.81129032258	0.999998286991	0.849944683793	55.0126358888
SP_PIR_KEYWORDS	gpi-anchor	3	1.94805194805	0.250497898975	33530_AT, 35903_AT, 1112_G_AT	148	126	19235	3.09443371943	1.0	0.803855345469	97.9651261698
Annotation Cluster 13	EnrichmentScore:1.02121824671
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0050900~leukocyte migration	4	2.5974025974	0.0192186717587	33963_AT, 37096_AT, 36703_AT, 1403_S_AT	136	57	13528	6.98039215686	0.999999999999	0.820469287631	27.3985855506
GOTERM_BP_FAT	GO:0051674~localization of cell	7	4.54545454545	0.0871050180413	34972_S_AT, 33963_AT, 37096_AT, 36479_AT, 36703_AT, 32717_AT, 1403_S_AT	136	307	13528	2.26805901514	1.0	0.950266572272	77.7688404208
GOTERM_BP_FAT	GO:0048870~cell motility	7	4.54545454545	0.0871050180413	34972_S_AT, 33963_AT, 37096_AT, 36479_AT, 36703_AT, 32717_AT, 1403_S_AT	136	307	13528	2.26805901514	1.0	0.950266572272	77.7688404208
GOTERM_BP_FAT	GO:0006928~cell motion	9	5.84415584416	0.102833137972	34972_S_AT, 33963_AT, 37096_AT, 36479_AT, 38604_AT, 36703_AT, 32717_AT, 1403_S_AT, 1901_S_AT	136	475	13528	1.88470588235	1.0	0.956535733917	83.3109994225
GOTERM_BP_FAT	GO:0016477~cell migration	4	2.5974025974	0.522355243277	33963_AT, 37096_AT, 36703_AT, 1403_S_AT	136	276	13528	1.44160272805	1.0	0.995062973181	99.9994925615
Annotation Cluster 14	EnrichmentScore:0.983736883072
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	metal ion-binding site:Iron; catalytic	3	1.94805194805	0.0152964452543	32073_AT, 34636_AT, 37166_AT	146	25	19113	15.7093150685	0.999954785971	0.565550367856	20.5551958
SP_PIR_KEYWORDS	dioxygenase	3	1.94805194805	0.0906925269135	32073_AT, 34636_AT, 37166_AT	148	66	19235	5.90755528256	1.0	0.534819372053	72.3114748588
GOTERM_MF_FAT	GO:0016702~oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	3	1.94805194805	0.117561632994	32073_AT, 34636_AT, 37166_AT	117	66	12983	5.0439005439	1.0	0.877262024037	82.1638704479
GOTERM_MF_FAT	GO:0016701~oxidoreductase activity, acting on single donors with incorporation of molecular oxygen	3	1.94805194805	0.120501714113	32073_AT, 34636_AT, 37166_AT	117	67	12983	4.96861844623	1.0	0.8725513051	82.9657917541
SP_PIR_KEYWORDS	oxidoreductase	8	5.19480519481	0.139794175335	32073_AT, 34453_AT, 34636_AT, 38229_AT, 33284_AT, 1391_S_AT, 1419_G_AT, 37166_AT	148	562	19235	1.85005289987	1.0	0.628255797302	86.9183004808
GOTERM_BP_FAT	GO:0055114~oxidation reduction	8	5.19480519481	0.455689237067	32073_AT, 34453_AT, 34636_AT, 38229_AT, 33284_AT, 1391_S_AT, 1419_G_AT, 37166_AT	136	639	13528	1.24532817822	1.0	0.992294951524	99.9956187476
Annotation Cluster 15	EnrichmentScore:0.974450523227
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_FAT	GO:0030246~carbohydrate binding	9	5.84415584416	0.0140131258437	33963_AT, 38646_S_AT, 34249_AT, 37408_AT, 38508_S_AT, 36378_AT, 35367_AT, 1372_AT, 37061_AT	117	354	12983	2.821164711	0.994524191462	0.580168801151	17.6775574859
GOTERM_MF_FAT	GO:0001871~pattern binding	4	2.5974025974	0.159137716812	33963_AT, 38508_S_AT, 1372_AT, 37061_AT	117	154	12983	2.88222888223	1.0	0.872947515574	90.8295687944
GOTERM_MF_FAT	GO:0030247~polysaccharide binding	4	2.5974025974	0.159137716812	33963_AT, 38508_S_AT, 1372_AT, 37061_AT	117	154	12983	2.88222888223	1.0	0.872947515574	90.8295687944
GOTERM_MF_FAT	GO:0005539~glycosaminoglycan binding	3	1.94805194805	0.356546879001	33963_AT, 38508_S_AT, 1372_AT	117	140	12983	2.37783882784	1.0	0.953565138028	99.7706220807
Annotation Cluster 16	EnrichmentScore:0.969752911712
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SP_PIR_KEYWORDS	lysosome	5	3.24675324675	0.0275708487294	679_AT, 33284_AT, 40294_AT, 37105_AT, 36766_AT, 37061_AT	148	149	19235	4.36128242336	0.999876897692	0.259243382581	31.4518548252
GOTERM_CC_FAT	GO:0000323~lytic vacuole	5	3.24675324675	0.146044143267	33963_AT, 33284_AT, 40294_AT, 36766_AT, 37061_AT	124	211	12782	2.44266931662	1.0	0.906344923844	86.3933414414
GOTERM_CC_FAT	GO:0005764~lysosome	5	3.24675324675	0.146044143267	33963_AT, 33284_AT, 40294_AT, 36766_AT, 37061_AT	124	211	12782	2.44266931662	1.0	0.906344923844	86.3933414414
GOTERM_CC_FAT	GO:0005773~vacuole	5	3.24675324675	0.224682851496	33963_AT, 33284_AT, 40294_AT, 36766_AT, 37061_AT	124	252	12782	2.04525089606	1.0	0.948643800026	95.9850812215
Annotation Cluster 17	EnrichmentScore:0.930507742028
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa05200:Pathways in cancer	8	5.19480519481	0.0833189930712	1974_S_AT, 33684_AT, 1419_G_AT, 2090_I_AT, 1855_AT, 1901_S_AT, 35373_AT, 1910_S_AT	60	328	5085	2.06707317073	0.999923829394	0.741961852221	62.5155395791
KEGG_PATHWAY	hsa05215:Prostate cancer	4	2.5974025974	0.0836816005811	1974_S_AT, 1901_S_AT, 35373_AT, 1910_S_AT	60	89	5085	3.80898876404	0.999927044442	0.695993900251	62.6824432948
KEGG_PATHWAY	hsa05213:Endometrial cancer	3	1.94805194805	0.121532181649	1974_S_AT, 1901_S_AT, 35373_AT	60	52	5085	4.88942307692	0.999999265286	0.791811089542	76.8115490629
KEGG_PATHWAY	hsa05223:Non-small cell lung cancer	3	1.94805194805	0.12928500472	1974_S_AT, 1901_S_AT, 35373_AT	60	54	5085	4.70833333333	0.999999720433	0.778869493823	79.0179149307
KEGG_PATHWAY	hsa05212:Pancreatic cancer	3	1.94805194805	0.203164511855	1974_S_AT, 1901_S_AT, 35373_AT	60	72	5085	3.53125	0.999999999982	0.787149806677	92.2818035426
Annotation Cluster 18	EnrichmentScore:0.917893682763
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SP_PIR_KEYWORDS	extracellular matrix	7	4.54545454545	0.0106299999962	38926_AT, 33684_AT, 31621_S_AT, 37898_R_AT, 38508_S_AT, 35169_AT, 2090_I_AT	148	241	19235	3.77495233823	0.967973207489	0.123968448989	13.4414953889
GOTERM_CC_FAT	GO:0005578~proteinaceous extracellular matrix	7	4.54545454545	0.0885451424326	33684_AT, 31621_S_AT, 37898_R_AT, 38508_S_AT, 35169_AT, 35367_AT, 2090_I_AT	124	320	12782	2.2548891129	0.999999996497	0.88505577507	69.0049793734
GOTERM_CC_FAT	GO:0031012~extracellular matrix	7	4.54545454545	0.115719497135	33684_AT, 31621_S_AT, 37898_R_AT, 38508_S_AT, 35169_AT, 35367_AT, 2090_I_AT	124	345	12782	2.0914913511	0.999999999994	0.883767958191	78.8546021758
GOTERM_MF_FAT	GO:0005201~extracellular matrix structural constituent	3	1.94805194805	0.179230661861	31621_S_AT, 38508_S_AT, 2090_I_AT	117	86	12983	3.87090041741	1.0	0.882767803044	93.4294217979
GOTERM_BP_FAT	GO:0043062~extracellular structure organization	4	2.5974025974	0.222441888615	31621_S_AT, 38508_S_AT, 35367_AT, 1901_S_AT	136	163	13528	2.44099603031	1.0	0.974594661016	98.4254971666
GOTERM_BP_FAT	GO:0030198~extracellular matrix organization	3	1.94805194805	0.278266204278	31621_S_AT, 38508_S_AT, 35367_AT	136	104	13528	2.8693438914	1.0	0.982586190704	99.5394384194
GOTERM_CC_FAT	GO:0044420~extracellular matrix part	3	1.94805194805	0.310849613252	37898_R_AT, 38508_S_AT, 35169_AT	124	117	12782	2.64309346567	1.0	0.956163321994	99.093744667
Annotation Cluster 19	EnrichmentScore:0.894251373228
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0042127~regulation of cell proliferation	15	9.74025974026	0.025372594725	1974_S_AT, 38646_S_AT, 34629_AT, 1901_S_AT, 35439_AT, 39469_S_AT, 1910_S_AT, 37096_AT, 36479_AT, 37983_AT, 34720_AT, 34618_AT, 1419_G_AT, 39187_AT, 1983_AT	136	787	13528	1.8958816055	1.0	0.852706562899	34.5601257771
GOTERM_BP_FAT	GO:0008284~positive regulation of cell proliferation	7	4.54545454545	0.232792605758	38646_S_AT, 37096_AT, 34618_AT, 1983_AT, 39187_AT, 1901_S_AT, 1910_S_AT	136	414	13528	1.68186984939	1.0	0.975649944069	98.737838526
GOTERM_BP_FAT	GO:0010604~positive regulation of macromolecule metabolic process	11	7.14285714286	0.35148906314	33963_AT, 1974_S_AT, 37096_AT, 37983_AT, 34720_AT, 34618_AT, 1983_AT, 39187_AT, 38945_AT, 1910_S_AT, 37711_AT	136	857	13528	1.27675200769	1.0	0.987082765978	99.9211641304
Annotation Cluster 20	EnrichmentScore:0.846656437935
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0045597~positive regulation of cell differentiation	6	3.8961038961	0.079343595043	37983_AT, 34618_AT, 1403_S_AT, 39698_AT, 39187_AT, 1910_S_AT	136	229	13528	2.60621628564	1.0	0.954063022931	74.4361115768
GOTERM_BP_FAT	GO:0001503~ossification	4	2.5974025974	0.107688150471	34636_AT, 34618_AT, 39187_AT, 1910_S_AT	136	115	13528	3.45984654731	1.0	0.955070602461	84.7402248304
GOTERM_BP_FAT	GO:0060348~bone development	4	2.5974025974	0.124868496703	34636_AT, 34618_AT, 39187_AT, 1910_S_AT	136	123	13528	3.23481587757	1.0	0.954778883199	88.9277227203
GOTERM_BP_FAT	GO:0051094~positive regulation of developmental process	6	3.8961038961	0.145395753333	37983_AT, 34618_AT, 1403_S_AT, 39698_AT, 39187_AT, 1910_S_AT	136	278	13528	2.1468472281	1.0	0.956434254105	92.5156288553
GOTERM_BP_FAT	GO:0035295~tube development	4	2.5974025974	0.376732781955	34720_AT, 34618_AT, 39698_AT, 1910_S_AT	136	220	13528	1.80855614973	1.0	0.98741855171	99.9590529956
Annotation Cluster 21	EnrichmentScore:0.841452178814
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_FAT	GO:0019899~enzyme binding	9	5.84415584416	0.0962263599967	1974_S_AT, 822_S_AT, 41703_R_AT, 40058_S_AT, 41280_R_AT, 1983_AT, 1901_S_AT, 35373_AT, 1910_S_AT	117	523	12983	1.9095455214	1.0	0.859837271214	75.2077436564
GOTERM_MF_FAT	GO:0019901~protein kinase binding	4	2.5974025974	0.144343700307	41703_R_AT, 40058_S_AT, 41280_R_AT, 1983_AT	117	147	12983	3.01947787662	1.0	0.862416099109	88.3373247618
GOTERM_MF_FAT	GO:0019900~kinase binding	4	2.5974025974	0.215254168892	41703_R_AT, 40058_S_AT, 41280_R_AT, 1983_AT	117	179	12983	2.47968294896	1.0	0.893125232261	96.4606805896
Annotation Cluster 22	EnrichmentScore:0.836041633862
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0042493~response to drug	9	5.84415584416	0.00145108763172	1974_S_AT, 38236_AT, 32084_AT, 1403_S_AT, 1575_AT, 1901_S_AT, 38128_AT, 966_AT, 1910_S_AT	136	216	13528	4.14460784314	0.872064920386	0.401936344612	2.36748986497
GOTERM_BP_FAT	GO:0045597~positive regulation of cell differentiation	6	3.8961038961	0.079343595043	37983_AT, 34618_AT, 1403_S_AT, 39698_AT, 39187_AT, 1910_S_AT	136	229	13528	2.60621628564	1.0	0.954063022931	74.4361115768
GOTERM_BP_FAT	GO:0006873~cellular ion homeostasis	8	5.19480519481	0.0807973679368	1974_S_AT, 37096_AT, 37983_AT, 38236_AT, 37454_AT, 1403_S_AT, 1901_S_AT, 1910_S_AT	136	374	13528	2.12771311733	1.0	0.953059548897	75.0940585981
GOTERM_BP_FAT	GO:0055082~cellular chemical homeostasis	8	5.19480519481	0.0861900567433	1974_S_AT, 37096_AT, 37983_AT, 38236_AT, 37454_AT, 1403_S_AT, 1901_S_AT, 1910_S_AT	136	380	13528	2.09411764706	1.0	0.952105688745	77.3983370725
GOTERM_BP_FAT	GO:0019725~cellular homeostasis	9	5.84415584416	0.0947458393228	1974_S_AT, 37096_AT, 37983_AT, 38236_AT, 37454_AT, 1403_S_AT, 37166_AT, 1901_S_AT, 1910_S_AT	136	466	13528	1.92110578137	1.0	0.953303521804	80.6476352382
GOTERM_BP_FAT	GO:0032844~regulation of homeostatic process	4	2.5974025974	0.105610332362	37983_AT, 32084_AT, 1403_S_AT, 1910_S_AT	136	114	13528	3.49019607843	1.0	0.95761245896	84.1432372797
GOTERM_BP_FAT	GO:0030003~cellular cation homeostasis	6	3.8961038961	0.110595683992	1974_S_AT, 37096_AT, 37983_AT, 37454_AT, 1403_S_AT, 1910_S_AT	136	254	13528	2.34969893469	1.0	0.953733274208	85.5402346844
GOTERM_BP_FAT	GO:0006874~cellular calcium ion homeostasis	5	3.24675324675	0.110670129791	37096_AT, 37983_AT, 37454_AT, 1403_S_AT, 1910_S_AT	136	183	13528	2.71777563484	1.0	0.951179673943	85.560191539
GOTERM_BP_FAT	GO:0050801~ion homeostasis	8	5.19480519481	0.115076364769	1974_S_AT, 37096_AT, 37983_AT, 38236_AT, 37454_AT, 1403_S_AT, 1901_S_AT, 1910_S_AT	136	409	13528	1.94563497771	1.0	0.952023543976	86.6963580031
GOTERM_BP_FAT	GO:0009411~response to UV	3	1.94805194805	0.117238310416	1974_S_AT, 37096_AT, 1910_S_AT	136	59	13528	5.05782652044	1.0	0.952375124011	87.2225906205
GOTERM_BP_FAT	GO:0055074~calcium ion homeostasis	5	3.24675324675	0.118945225506	37096_AT, 37983_AT, 37454_AT, 1403_S_AT, 1910_S_AT	136	188	13528	2.64549436796	1.0	0.952129295813	87.6241844322
GOTERM_BP_FAT	GO:0006875~cellular metal ion homeostasis	5	3.24675324675	0.132724633967	37096_AT, 37983_AT, 37454_AT, 1403_S_AT, 1910_S_AT	136	196	13528	2.537515006	1.0	0.952882007373	90.4584325303
GOTERM_BP_FAT	GO:0009314~response to radiation	5	3.24675324675	0.139851809127	1974_S_AT, 37096_AT, 38236_AT, 966_AT, 1910_S_AT	136	200	13528	2.48676470588	1.0	0.954571340193	91.67297531
GOTERM_BP_FAT	GO:0051094~positive regulation of developmental process	6	3.8961038961	0.145395753333	37983_AT, 34618_AT, 1403_S_AT, 39698_AT, 39187_AT, 1910_S_AT	136	278	13528	2.1468472281	1.0	0.956434254105	92.5156288553
GOTERM_BP_FAT	GO:0043085~positive regulation of catalytic activity	9	5.84415584416	0.148811374421	35038_AT, 33963_AT, 1974_S_AT, 37096_AT, 37983_AT, 1983_AT, 1355_G_AT, 1901_S_AT, 1910_S_AT	136	520	13528	1.72160633484	1.0	0.954182177286	92.9941835575
GOTERM_BP_FAT	GO:0055065~metal ion homeostasis	5	3.24675324675	0.148972253993	37096_AT, 37983_AT, 37454_AT, 1403_S_AT, 1910_S_AT	136	205	13528	2.42611190818	1.0	0.952429531796	93.0159992705
GOTERM_BP_FAT	GO:0055080~cation homeostasis	6	3.8961038961	0.157940464163	1974_S_AT, 37096_AT, 37983_AT, 37454_AT, 1403_S_AT, 1910_S_AT	136	286	13528	2.08679555738	1.0	0.95587500725	94.1360367955
GOTERM_BP_FAT	GO:0009416~response to light stimulus	4	2.5974025974	0.159659773316	1974_S_AT, 37096_AT, 38236_AT, 1910_S_AT	136	138	13528	2.8832054561	1.0	0.953989577941	94.330490159
GOTERM_BP_FAT	GO:0050727~regulation of inflammatory response	3	1.94805194805	0.17565866696	37096_AT, 37983_AT, 1403_S_AT	136	76	13528	3.92647058824	1.0	0.959964746086	95.8713681474
GOTERM_BP_FAT	GO:0030005~cellular di-, tri-valent inorganic cation homeostasis	5	3.24675324675	0.191610902111	37096_AT, 37983_AT, 37454_AT, 1403_S_AT, 1910_S_AT	136	227	13528	2.19098211972	1.0	0.963479765055	97.0092454136
