Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0031640~killing of cells of another organism	3	1.94805194805	0.00831602379657	31793_AT, 31506_S_AT, 34623_AT, 34546_AT	136	14	13528	21.3151260504	0.999992678721	0.658693726923	12.8713298429
UP_SEQ_FEATURE	domain:Ig-like C2-type 5	4	2.5974025974	0.00841240938958	35038_AT, 31987_AT, 33077_AT, 1112_G_AT	146	55	19113	9.52079701121	0.995842110743	0.456211117733	11.8482564135
SP_PIR_KEYWORDS	Proto-oncogene	7	4.54545454545	0.0085673991803	39698_AT, 39511_AT, 1855_AT, 1901_S_AT, 966_AT, 1910_S_AT, 1786_AT	148	230	19235	3.95549353702	0.937374824816	0.113487758217	10.9720443008
GOTERM_BP_FAT	GO:0006955~immune response	15	9.74025974026	0.00897903787378	1974_S_AT, 33530_AT, 37454_AT, 31793_AT, 1403_S_AT, 37968_AT, 32250_AT, 37905_R_AT, 37061_AT, 1910_S_AT, 31512_AT, 679_AT, 36703_AT, 1419_G_AT, 31506_S_AT, 37105_AT, 35566_F_AT	136	690	13528	2.16240409207	0.999997160103	0.65503485654	13.8274959776
GOTERM_BP_FAT	GO:0006814~sodium ion transport	6	3.8961038961	0.0097374882385	32439_AT, 32084_AT, 37953_S_AT, 37097_AT, 40317_AT, 34436_AT	136	130	13528	4.59095022624	0.99999903954	0.655559845622	14.9092055669
SP_PIR_KEYWORDS	erythrocyte	3	1.94805194805	0.0100710030944	33516_AT, 31687_F_AT, 31525_S_AT	148	20	19235	19.4949324324	0.961584832437	0.126986524899	12.7785780058
SP_PIR_KEYWORDS	lipoprotein	12	7.79220779221	0.0104022024554	33371_S_AT, 33530_AT, 35903_AT, 37983_AT, 41703_R_AT, 38691_S_AT, 34618_AT, 606_AT, 1112_G_AT, 34467_G_AT, 919_AT, 32279_AT	148	642	19235	2.42927506946	0.965508835514	0.126006275522	13.1719143401
SP_PIR_KEYWORDS	extracellular matrix	7	4.54545454545	0.0106299999962	38926_AT, 33684_AT, 31621_S_AT, 37898_R_AT, 38508_S_AT, 35169_AT, 2090_I_AT	148	241	19235	3.77495233823	0.967973207489	0.123968448989	13.4414953889
GOTERM_BP_FAT	GO:0008015~blood circulation	7	4.54545454545	0.0108644688921	35038_AT, 33963_AT, 38604_AT, 37983_AT, 31621_S_AT, 1419_G_AT, 31687_F_AT	136	186	13528	3.74351676154	0.999999808479	0.668748144312	16.4929828571
GOTERM_BP_FAT	GO:0003013~circulatory system process	7	4.54545454545	0.0108644688921	35038_AT, 33963_AT, 38604_AT, 37983_AT, 31621_S_AT, 1419_G_AT, 31687_F_AT	136	186	13528	3.74351676154	0.999999808479	0.668748144312	16.4929828571
SP_PIR_KEYWORDS	Sodium	5	3.24675324675	0.0121180819901	32084_AT, 37953_S_AT, 37097_AT, 40317_AT, 34436_AT	148	116	19235	5.60199207829	0.980274788082	0.135325493455	15.1835478669
SP_PIR_KEYWORDS	Sodium transport	5	3.24675324675	0.0121180819901	32084_AT, 37953_S_AT, 37097_AT, 40317_AT, 34436_AT	148	116	19235	5.60199207829	0.980274788082	0.135325493455	15.1835478669
UP_SEQ_FEATURE	lipid moiety-binding region:S-palmitoyl cysteine	6	3.8961038961	0.0123942011862	37983_AT, 41703_R_AT, 38691_S_AT, 34467_G_AT, 919_AT, 32279_AT	146	181	19113	4.33958979793	0.999694664928	0.554879425208	16.9871768989
GOTERM_BP_FAT	GO:0015669~gas transport	3	1.94805194805	0.0136226288532	33516_AT, 31687_F_AT, 31525_S_AT	136	18	13528	16.5784313725	0.999999996327	0.726051657729	20.253073481
UP_SEQ_FEATURE	domain:Ig-like C2-type 3	5	3.24675324675	0.0140062284446	35038_AT, 31987_AT, 33077_AT, 35956_S_AT, 1112_G_AT	146	122	19113	5.36520323377	0.99989423613	0.564912985925	18.9870465494
GOTERM_MF_FAT	GO:0030246~carbohydrate binding	9	5.84415584416	0.0140131258437	33963_AT, 38646_S_AT, 34249_AT, 37408_AT, 38508_S_AT, 36378_AT, 35367_AT, 1372_AT, 37061_AT	117	354	12983	2.821164711	0.994524191462	0.580168801151	17.6775574859
UP_SEQ_FEATURE	metal ion-binding site:Iron; catalytic	3	1.94805194805	0.0152964452543	32073_AT, 34636_AT, 37166_AT	146	25	19113	15.7093150685	0.999954785971	0.565550367856	20.5551958
GOTERM_CC_FAT	GO:0005829~cytosol	22	14.2857142857	0.0154223009758	1974_S_AT, 33080_S_AT, 41703_R_AT, 34636_AT, 32418_AT, 33516_AT, 31525_S_AT, 1331_S_AT, 1355_G_AT, 35373_AT, 1910_S_AT, 36234_AT, 40058_S_AT, 40735_AT, 34249_AT, 31687_F_AT, 1419_G_AT, 39511_AT, 41280_R_AT, 38201_AT, 32279_AT, 37166_AT	124	1330	12782	1.70509337861	0.961761673559	0.419570051413	17.8287156158
GOTERM_MF_FAT	GO:0042626~ATPase activity, coupled to transmembrane movement of substances	5	3.24675324675	0.0164169442328	32439_AT, 33685_AT, 1575_AT, 40294_AT, 39469_S_AT	117	109	12983	5.09017486082	0.997775290991	0.582132080806	20.4013601717
GOTERM_MF_FAT	GO:0043492~ATPase activity, coupled to movement of substances	5	3.24675324675	0.0169219727662	32439_AT, 33685_AT, 1575_AT, 40294_AT, 39469_S_AT	117	110	12983	5.0439005439	0.998159363409	0.544885149954	20.9628842976
UP_SEQ_FEATURE	domain:Fibronectin type-III 2	5	3.24675324675	0.0172978896983	35038_AT, 33077_AT, 1112_G_AT, 38508_S_AT, 1786_AT	146	130	19113	5.03503688093	0.999987927263	0.581517438286	22.9318411195
GOTERM_MF_FAT	GO:0016820~hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	5	3.24675324675	0.0174366438426	32439_AT, 33685_AT, 1575_AT, 40294_AT, 39469_S_AT	117	111	12983	4.99845999846	0.998482782234	0.513835657936	21.531348096
UP_SEQ_FEATURE	domain:Fibronectin type-III 1	5	3.24675324675	0.017740134987	35038_AT, 33077_AT, 1112_G_AT, 38508_S_AT, 1786_AT	146	131	19113	4.99660148489	0.999990985678	0.563847790039	23.4479643669
SMART	SM00408:IGc2	7	4.54545454545	0.0184889014516	35038_AT, 31987_AT, 35090_G_AT, 33077_AT, 35956_S_AT, 35091_AT, 1112_G_AT, 1355_G_AT	94	205	9079	3.29802802283	0.859071913951	0.624596102779	18.8634872182
INTERPRO	IPR000827:Small chemokine, C-C group, conserved site	3	1.94805194805	0.0190389171058	36703_AT, 37454_AT, 1403_S_AT	143	25	16659	13.9795804196	0.999542162583	0.574433023089	23.5181278312
GOTERM_BP_FAT	GO:0050900~leukocyte migration	4	2.5974025974	0.0192186717587	33963_AT, 37096_AT, 36703_AT, 1403_S_AT	136	57	13528	6.98039215686	0.999999999999	0.820469287631	27.3985855506
INTERPRO	IPR013106:Immunoglobulin V-set	7	4.54545454545	0.0199623981695	31987_AT, 31512_AT, 32469_AT, 33530_AT, 35956_S_AT, 37968_AT, 35566_F_AT	143	249	16659	3.27500210633	0.999685880018	0.553615037016	24.5162954458
UP_SEQ_FEATURE	domain:Ig-like C2-type 4	4	2.5974025974	0.0200969484706	35038_AT, 31987_AT, 33077_AT, 1112_G_AT	146	76	19113	6.89005046864	0.999998103999	0.58454636402	26.1445300486
GOTERM_MF_FAT	GO:0031402~sodium ion binding	5	3.24675324675	0.0207299282477	32084_AT, 37953_S_AT, 37097_AT, 40317_AT, 34436_AT	117	117	12983	4.74212871649	0.999560442375	0.538361967074	25.0800207285
KEGG_PATHWAY	hsa05014:Amyotrophic lateral sclerosis (ALS)	4	2.5974025974	0.0230620799564	1974_S_AT, 38236_AT, 33246_AT, 1910_S_AT	60	53	5085	6.39622641509	0.921386085819	0.921386085819	23.1387706207
INTERPRO	IPR003599:Immunoglobulin subtype	8	5.19480519481	0.0230911016278	35038_AT, 31987_AT, 32469_AT, 33530_AT, 33077_AT, 35956_S_AT, 37968_AT, 1786_AT	143	330	16659	2.82415766052	0.999912576902	0.572381065986	27.8088587936
GOTERM_BP_FAT	GO:0048610~reproductive cellular process	6	3.8961038961	0.0231434769243	33685_AT, 32717_AT, 36328_AT, 35595_AT, 35439_AT, 1910_S_AT	136	162	13528	3.68409586057	1.0	0.857778954129	32.0463700303
SP_PIR_KEYWORDS	phosphatidylinositol linkage	3	1.94805194805	0.0233364190722	33530_AT, 35903_AT, 1112_G_AT	148	31	19235	12.5773757629	0.999501244261	0.237802666285	27.3084325781
GOTERM_BP_FAT	GO:0009620~response to fungus	3	1.94805194805	0.0236368277072	31793_AT, 31506_S_AT, 34623_AT, 34546_AT	136	24	13528	12.4338235294	1.0	0.847677989649	32.6104105536
GOTERM_BP_FAT	GO:0001906~cell killing	3	1.94805194805	0.0236368277072	31793_AT, 31506_S_AT, 34623_AT, 34546_AT	136	24	13528	12.4338235294	1.0	0.847677989649	32.6104105536
GOTERM_MF_FAT	GO:0015405~P-P-bond-hydrolysis-driven transmembrane transporter activity	5	3.24675324675	0.0237480011913	32439_AT, 33685_AT, 1575_AT, 40294_AT, 39469_S_AT	117	122	12983	4.54777917893	0.999859280459	0.553470247921	28.2008593239
GOTERM_MF_FAT	GO:0015399~primary active transmembrane transporter activity	5	3.24675324675	0.0237480011913	32439_AT, 33685_AT, 1575_AT, 40294_AT, 39469_S_AT	117	122	12983	4.54777917893	0.999859280459	0.553470247921	28.2008593239
GOTERM_BP_FAT	GO:0042127~regulation of cell proliferation	15	9.74025974026	0.025372594725	1974_S_AT, 38646_S_AT, 34629_AT, 1901_S_AT, 35439_AT, 39469_S_AT, 1910_S_AT, 37096_AT, 36479_AT, 37983_AT, 34720_AT, 34618_AT, 1419_G_AT, 39187_AT, 1983_AT	136	787	13528	1.8958816055	1.0	0.852706562899	34.5601257771
GOTERM_BP_FAT	GO:0043066~negative regulation of apoptosis	9	5.84415584416	0.025546798019	33963_AT, 1974_S_AT, 33293_AT, 33284_AT, 34618_AT, 41280_R_AT, 1901_S_AT, 1910_S_AT, 37711_AT	136	354	13528	2.52891326022	1.0	0.839941817916	34.7528473399
SP_PIR_KEYWORDS	transmembrane protein	11	7.14285714286	0.0257609093447	32439_AT, 32469_AT, 38926_AT, 37983_AT, 38229_AT, 35121_AT, 1575_AT, 1391_S_AT, 34467_G_AT, 1355_G_AT, 1901_S_AT	148	642	19235	2.22683548034	0.999775969301	0.251574569857	29.7083333784
GOTERM_BP_FAT	GO:0032103~positive regulation of response to external stimulus	4	2.5974025974	0.0260292847189	33963_AT, 38604_AT, 37983_AT, 1403_S_AT	136	64	13528	6.21691176471	1.0	0.831085733385	35.2838440468
PIR_SUPERFAMILY	PIRSF001950:small inducible chemokine, C/CC types	3	1.94805194805	0.0270260715153	36703_AT, 37454_AT, 1403_S_AT	84	23	7396	11.4844720497	0.937162120188	0.499325606024	26.2632984916
GOTERM_BP_FAT	GO:0043069~negative regulation of programmed cell death	9	5.84415584416	0.0274678104925	33963_AT, 1974_S_AT, 33293_AT, 33284_AT, 34618_AT, 41280_R_AT, 1901_S_AT, 1910_S_AT, 37711_AT	136	359	13528	2.49369162707	1.0	0.833483805874	36.8430090634
SP_PIR_KEYWORDS	lysosome	5	3.24675324675	0.0275708487294	679_AT, 33284_AT, 40294_AT, 37105_AT, 36766_AT, 37061_AT	148	149	19235	4.36128242336	0.999876897692	0.259243382581	31.4518548252
GOTERM_BP_FAT	GO:0060548~negative regulation of cell death	9	5.84415584416	0.0278637631444	33963_AT, 1974_S_AT, 33293_AT, 33284_AT, 34618_AT, 41280_R_AT, 1901_S_AT, 1910_S_AT, 37711_AT	136	360	13528	2.48676470588	1.0	0.824442975326	37.2659332566
GOTERM_BP_FAT	GO:0006800~oxygen and reactive oxygen species metabolic process	4	2.5974025974	0.0292944329386	37983_AT, 33284_AT, 1419_G_AT, 1910_S_AT	136	67	13528	5.93854258121	1.0	0.826953149265	38.7719892046
UP_SEQ_FEATURE	short sequence motif:Cell attachment site	4	2.5974025974	0.0293905609384	31987_AT, 35956_S_AT, 38508_S_AT, 35169_AT	146	88	19113	5.950498132	0.999999996093	0.701810081973	35.9377463302
GOTERM_MF_FAT	GO:0016887~ATPase activity	8	5.19480519481	0.0301377173872	34972_S_AT, 37814_G_AT, 32439_AT, 33685_AT, 36234_AT, 1575_AT, 40294_AT, 39469_S_AT	117	334	12983	2.65786375966	0.999987525708	0.609757416111	34.414407019
GOTERM_BP_FAT	GO:0009063~cellular amino acid catabolic process	4	2.5974025974	0.0304287978305	40735_AT, 1419_G_AT, 38201_AT, 32279_AT	136	68	13528	5.85121107266	1.0	0.826270068712	39.9419148768
SP_PIR_KEYWORDS	homodimer	4	2.5974025974	0.0308232947711	36328_AT, 31793_AT, 31506_S_AT, 34623_AT, 34546_AT	148	89	19235	5.84117825691	0.999958144225	0.277619019583	34.4846956421
KEGG_PATHWAY	hsa04010:MAPK signaling pathway	8	5.19480519481	0.0335304508202	1974_S_AT, 33246_AT, 41280_R_AT, 919_AT, 40186_AT, 1355_G_AT, 1855_AT, 37711_AT	60	267	5085	2.5393258427	0.975705325161	0.844132508716	31.9333749402
GOTERM_MF_FAT	GO:0042623~ATPase activity, coupled	7	4.54545454545	0.0351400441109	37814_G_AT, 32439_AT, 33685_AT, 36234_AT, 1575_AT, 40294_AT, 39469_S_AT	117	272	12983	2.85573780794	0.999998149367	0.637736454698	38.9266169344
GOTERM_MF_FAT	GO:0043125~ErbB-3 class receptor binding	2	1.2987012987	0.0352669304902	1901_S_AT, 35373_AT	117	4	12983	55.4829059829	0.999998237033	0.61183404775	39.0372335619
SP_PIR_KEYWORDS	defensin	3	1.94805194805	0.0374433688869	31793_AT, 31506_S_AT, 34623_AT, 34546_AT	148	40	19235	9.74746621622	0.99999539462	0.318874647719	40.2777272409
UP_SEQ_FEATURE	metal ion-binding site:Iron (heme axial ligand)	4	2.5974025974	0.0385905358425	38229_AT, 33284_AT, 1391_S_AT, 1419_G_AT	146	98	19113	5.34330444507	0.999999999992	0.777411476269	44.4276434027
GOTERM_BP_FAT	GO:0051155~positive regulation of striated muscle cell differentiation	2	1.2987012987	0.0393279508285	39698_AT, 1910_S_AT	136	4	13528	49.7352941176	1.0	0.887535323913	48.4179922736
INTERPRO	IPR002337:Haemoglobin, beta	2	1.2987012987	0.0419041449674	33516_AT, 31687_F_AT	143	5	16659	46.5986013986	0.999999963391	0.759951658349	44.9583941116
GOTERM_BP_FAT	GO:0009310~amine catabolic process	4	2.5974025974	0.0430214355175	40735_AT, 1419_G_AT, 38201_AT, 32279_AT	136	78	13528	5.10105580694	1.0	0.900361537791	51.5944192035
GOTERM_MF_FAT	GO:0070513~death domain binding	2	1.2987012987	0.0438892462348	822_S_AT, 1910_S_AT	117	5	12983	44.3863247863	0.999999935801	0.668486062661	46.1332917447
GOTERM_BP_FAT	GO:0006954~inflammatory response	8	5.19480519481	0.0443383451819	33963_AT, 36703_AT, 34636_AT, 37454_AT, 1403_S_AT, 32250_AT, 37968_AT, 1372_AT	136	325	13528	2.44850678733	1.0	0.899085571251	52.6818342974
UP_SEQ_FEATURE	site:Not glycated	2	1.2987012987	0.0446698570395	31687_F_AT, 31525_S_AT	146	6	19113	43.6369863014	1.0	0.807503547003	49.4485215807
SP_PIR_KEYWORDS	opioid peptide	2	1.2987012987	0.0449924491059	31687_F_AT, 31525_S_AT	148	6	19235	43.3220720721	0.999999635085	0.361861585302	46.3031495046
SP_PIR_KEYWORDS	fatty acid oxidation	2	1.2987012987	0.0449924491059	34636_AT, 1391_S_AT	148	6	19235	43.3220720721	0.999999635085	0.361861585302	46.3031495046
GOTERM_BP_FAT	GO:0007155~cell adhesion	13	8.44155844156	0.0471136793723	35038_AT, 40350_AT, 38926_AT, 35903_AT, 33077_AT, 1403_S_AT, 1112_G_AT, 35169_AT, 1910_S_AT, 38482_AT, 38508_S_AT, 39511_AT, 1372_AT	136	700	13528	1.84731092437	1.0	0.905239546289	54.8988238161
GOTERM_BP_FAT	GO:0022610~biological adhesion	13	8.44155844156	0.0475357233953	35038_AT, 40350_AT, 38926_AT, 35903_AT, 33077_AT, 1403_S_AT, 1112_G_AT, 35169_AT, 1910_S_AT, 38482_AT, 38508_S_AT, 39511_AT, 1372_AT	136	701	13528	1.84467567341	1.0	0.899617398734	55.2272865076
INTERPRO	IPR001811:Small chemokine, interleukin-8-like	3	1.94805194805	0.0476534189461	36703_AT, 37454_AT, 1403_S_AT	143	41	16659	8.52413440218	0.999999996704	0.777392756201	49.3905302961
SP_PIR_KEYWORDS	nucleotide binding	4	2.5974025974	0.0488481646634	33371_S_AT, 36234_AT, 1575_AT, 37905_R_AT	148	107	19235	4.85855013892	0.999999900814	0.377680674585	49.1586179927
GOTERM_BP_FAT	GO:0002360~T cell lineage commitment	2	1.2987012987	0.0489176230125	1974_S_AT, 1910_S_AT	136	5	13528	39.7882352941	1.0	0.89882793924	56.2871170795
GOTERM_BP_FAT	GO:0002326~B cell lineage commitment	2	1.2987012987	0.0489176230125	1974_S_AT, 1910_S_AT	136	5	13528	39.7882352941	1.0	0.89882793924	56.2871170795
GOTERM_BP_FAT	GO:0009719~response to endogenous stimulus	9	5.84415584416	0.0500097738032	32439_AT, 38236_AT, 34618_AT, 1403_S_AT, 37898_R_AT, 1983_AT, 1901_S_AT, 35373_AT, 1910_S_AT	136	405	13528	2.21045751634	1.0	0.896706779315	57.1080068976
INTERPRO	IPR012346:p53 and RUNT-type transcription factor, DNA-binding	2	1.2987012987	0.0500733302329	1974_S_AT, 39187_AT	143	6	16659	38.8321678322	0.999999998809	0.769551576879	51.1550202763
SMART	SM00409:IG	8	5.19480519481	0.0521162454282	35038_AT, 31987_AT, 32469_AT, 33530_AT, 33077_AT, 35956_S_AT, 37968_AT, 1786_AT	94	330	9079	2.34145712444	0.996375205314	0.846387058951	45.0929611894
KEGG_PATHWAY	hsa04020:Calcium signaling pathway	6	3.8961038961	0.0522294283422	37983_AT, 38236_AT, 32418_AT, 1419_G_AT, 34467_G_AT, 1901_S_AT	60	176	5085	2.88920454545	0.997111642493	0.857586776831	45.3952319952
SP_PIR_KEYWORDS	Symport	4	2.5974025974	0.0534201451714	35121_AT, 32084_AT, 37097_AT, 34436_AT	148	111	19235	4.68346725103	0.99999997898	0.396542388554	52.3621258835
GOTERM_MF_FAT	GO:0031420~alkali metal ion binding	6	3.8961038961	0.0536194720065	32439_AT, 32084_AT, 37953_S_AT, 37097_AT, 40317_AT, 34436_AT	117	228	12983	2.92015294647	0.999999998527	0.719445382955	53.2173041329
KEGG_PATHWAY	hsa04722:Neurotrophin signaling pathway	5	3.24675324675	0.0548480391959	1974_S_AT, 33246_AT, 1355_G_AT, 35373_AT, 1910_S_AT	60	124	5085	3.41733870968	0.997863618924	0.785009296605	47.0729504596
GOTERM_BP_FAT	GO:0006916~anti-apoptosis	6	3.8961038961	0.0554772575397	33963_AT, 33293_AT, 33284_AT, 41280_R_AT, 1910_S_AT, 37711_AT	136	206	13528	2.89720159909	1.0	0.913625120954	61.0043141986
GOTERM_MF_FAT	GO:0008083~growth factor activity	5	3.24675324675	0.0561902928638	38646_S_AT, 35090_G_AT, 35091_AT, 1890_AT, 35915_AT, 1855_AT	117	161	12983	3.44614322875	0.99999999946	0.715000167682	54.938966363
GOTERM_BP_FAT	GO:0007626~locomotory behavior	7	4.54545454545	0.0566833646557	33963_AT, 36703_AT, 31793_AT, 37454_AT, 1403_S_AT, 31506_S_AT, 36436_AT, 36766_AT	136	274	13528	2.54121940747	1.0	0.911984505883	61.8178357657
INTERPRO	IPR004724:Epithelial sodium channel	2	1.2987012987	0.0581733474745	37953_S_AT, 40317_AT	143	7	16659	33.2847152847	0.999999999961	0.797748057846	56.6543377378
UP_SEQ_FEATURE	mutagenesis site	23	14.9350649351	0.0583638984562	33963_AT, 40350_AT, 1974_S_AT, 32469_AT, 32680_AT, 34636_AT, 32084_AT, 37408_AT, 41489_AT, 33246_AT, 1331_S_AT, 35439_AT, 37711_AT, 1910_S_AT, 33371_S_AT, 32073_AT, 34249_AT, 37953_S_AT, 1391_S_AT, 41280_R_AT, 33922_AT, 966_AT, 35213_AT	146	2045	19113	1.47234819305	1.0	0.871795962977	59.249731404
UP_SEQ_FEATURE	glycosylation site:N-linked (Glc) (glycation)	2	1.2987012987	0.0591149142733	31687_F_AT, 31525_S_AT	146	8	19113	32.727739726	1.0	0.861559816829	59.7322161326
SP_PIR_KEYWORDS	P-loop	4	2.5974025974	0.0594137991602	33371_S_AT, 36234_AT, 1575_AT, 37905_R_AT	148	116	19235	4.48159366263	0.999999997281	0.421817047607	56.2789285093
GOTERM_CC_FAT	GO:0031225~anchored to membrane	6	3.8961038961	0.0612678048221	33530_AT, 35903_AT, 41703_R_AT, 1112_G_AT, 919_AT, 32279_AT	124	220	12782	2.81129032258	0.999998286991	0.849944683793	55.0126358888
GOTERM_BP_FAT	GO:0050679~positive regulation of epithelial cell proliferation	3	1.94805194805	0.0629635502578	34618_AT, 1983_AT, 1901_S_AT	136	41	13528	7.27833572453	1.0	0.927997417814	65.8024286426
GOTERM_MF_FAT	GO:0008009~chemokine activity	3	1.94805194805	0.0635111817586	36703_AT, 37454_AT, 1403_S_AT	117	46	12983	7.23690078038	0.999999999969	0.739502702167	59.52517175
INTERPRO	IPR002401:Cytochrome P450, E-class, group I	3	1.94805194805	0.0654228686963	34453_AT, 38229_AT, 1391_S_AT	143	49	16659	7.13243898958	0.999999999998	0.815762197248	61.0830875316
SMART	SM00199:SCY	3	1.94805194805	0.0657891721193	36703_AT, 37454_AT, 1403_S_AT	94	41	9079	7.06720290607	0.999211658942	0.832436842089	53.3398501929
UP_SEQ_FEATURE	domain:Fibronectin type-III 12	2	1.2987012987	0.0662558897958	33077_AT, 38508_S_AT	146	9	19113	29.0913242009	1.0	0.879801353145	64.0610180749
SP_PIR_KEYWORDS	immunoglobulin c region	2	1.2987012987	0.0667288095176	31512_AT, 35566_F_AT	148	9	19235	28.8813813814	0.99999999978	0.451739044134	60.6548233885
SP_PIR_KEYWORDS	wnt signaling pathway	4	2.5974025974	0.0670041497863	33684_AT, 32680_AT, 41489_AT, 2090_I_AT	148	122	19235	4.26118741693	0.9999999998	0.444389823106	60.8113240484
GOTERM_BP_FAT	GO:0014065~phosphoinositide 3-kinase cascade	2	1.2987012987	0.0678128285813	1901_S_AT, 35373_AT	136	7	13528	28.4201680672	1.0	0.936837962606	68.6082276989
GOTERM_BP_FAT	GO:0043434~response to peptide hormone stimulus	5	3.24675324675	0.0682989870017	1403_S_AT, 37898_R_AT, 1983_AT, 35373_AT, 1910_S_AT	136	154	13528	3.22956455309	1.0	0.933287695758	68.8772620287
SP_PIR_KEYWORDS	phosphotransferase	5	3.24675324675	0.0685048366076	33246_AT, 31576_AT, 1355_G_AT, 1901_S_AT, 35373_AT	148	201	19235	3.23299045314	0.999999999881	0.443400996045	61.6542150673
GOTERM_BP_FAT	GO:0008285~negative regulation of cell proliferation	8	5.19480519481	0.0698101009821	1974_S_AT, 36479_AT, 34629_AT, 34720_AT, 35439_AT, 1901_S_AT, 39469_S_AT, 1910_S_AT	136	361	13528	2.20433436533	1.0	0.932565943899	69.6997314891
GOTERM_MF_FAT	GO:0042379~chemokine receptor binding	3	1.94805194805	0.0709428861272	36703_AT, 37454_AT, 1403_S_AT	117	49	12983	6.7938252224	0.999999999998	0.760475455474	63.7348875722
INTERPRO	IPR008957:Fibronectin, type III-like fold	5	3.24675324675	0.0726278868579	35038_AT, 33077_AT, 1112_G_AT, 38508_S_AT, 1786_AT	143	184	16659	3.16566585588	1.0	0.830368446669	65.0652765016
KEGG_PATHWAY	hsa05222:Small cell lung cancer	4	2.5974025974	0.0730704964289	1974_S_AT, 1419_G_AT, 35373_AT, 1910_S_AT	60	84	5085	4.03571428571	0.999744087841	0.808742627947	57.5074638908
UP_SEQ_FEATURE	domain:Fibronectin type-III 11	2	1.2987012987	0.0733430388755	33077_AT, 38508_S_AT	146	10	19113	26.1821917808	1.0	0.894291409982	67.9246638594
UP_SEQ_FEATURE	domain:Fibronectin type-III 13	2	1.2987012987	0.0733430388755	33077_AT, 38508_S_AT	146	10	19113	26.1821917808	1.0	0.894291409982	67.9246638594
UP_SEQ_FEATURE	domain:Fibronectin type-III 10	2	1.2987012987	0.0733430388755	33077_AT, 38508_S_AT	146	10	19113	26.1821917808	1.0	0.894291409982	67.9246638594
INTERPRO	IPR001873:Na+ channel, amiloride-sensitive	2	1.2987012987	0.0741681991147	37953_S_AT, 40317_AT	143	9	16659	25.8881118881	1.0	0.81958661437	65.8659614287
GOTERM_BP_FAT	GO:0032332~positive regulation of chondrocyte differentiation	2	1.2987012987	0.0771202221278	34618_AT, 39187_AT	136	8	13528	24.8676470588	1.0	0.945737462535	73.3982007142
GOTERM_BP_FAT	GO:0007243~protein kinase cascade	8	5.19480519481	0.0773149681907	32680_AT, 1419_G_AT, 33246_AT, 41280_R_AT, 919_AT, 40186_AT, 1901_S_AT, 35373_AT	136	370	13528	2.1507154213	1.0	0.942071400676	73.4906696946
GOTERM_MF_FAT	GO:0050780~dopamine receptor binding	2	1.2987012987	0.0776211556299	936_S_AT, 919_AT	117	9	12983	24.6590693257	1.0	0.774795428531	67.1676541714
GOTERM_BP_FAT	GO:0008217~regulation of blood pressure	4	2.5974025974	0.0783072308696	38604_AT, 37983_AT, 1419_G_AT, 31687_F_AT	136	100	13528	3.97882352941	1.0	0.940168816254	73.9571440531
SP_PIR_KEYWORDS	growth factor	4	2.5974025974	0.0791714678679	35090_G_AT, 35091_AT, 1890_AT, 35915_AT, 1855_AT	148	131	19235	3.96843408294	0.999999999997	0.485199359087	67.1786041715
GOTERM_BP_FAT	GO:0045597~positive regulation of cell differentiation	6	3.8961038961	0.079343595043	37983_AT, 34618_AT, 1403_S_AT, 39698_AT, 39187_AT, 1910_S_AT	136	229	13528	2.60621628564	1.0	0.938400736993	74.4361115768
INTERPRO	IPR003961:Fibronectin, type III	5	3.24675324675	0.0795855953216	35038_AT, 33077_AT, 1112_G_AT, 38508_S_AT, 1786_AT	143	190	16659	3.06569746043	1.0	0.825515869466	68.5487119852
GOTERM_BP_FAT	GO:0006873~cellular ion homeostasis	8	5.19480519481	0.0807973679368	1974_S_AT, 37096_AT, 37983_AT, 38236_AT, 37454_AT, 1403_S_AT, 1901_S_AT, 1910_S_AT	136	374	13528	2.12771311733	1.0	0.937608667922	75.0940585981
SP_PIR_KEYWORDS	glycation	2	1.2987012987	0.0809460083327	31687_F_AT, 31525_S_AT	148	11	19235	23.6302211302	0.999999999998	0.484661091793	68.0227187783
GOTERM_MF_FAT	GO:0015662~ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	3	1.94805194805	0.0812641457204	32439_AT, 33685_AT, 39469_S_AT	117	53	12983	6.28108369618	1.0	0.774468397784	68.9106684791
BBID	38.Cell_cycle_arrest_and_apoptosis_ceramide	2	1.2987012987	0.081477837972	1974_S_AT, 1910_S_AT	7	5	358	20.4571428571	0.89026867479	0.89026867479	50.1911737533
GOTERM_CC_FAT	GO:0005625~soluble fraction	7	4.54545454545	0.081640920976	36703_AT, 40735_AT, 1403_S_AT, 33246_AT, 37166_AT, 1786_AT, 33979_AT	124	313	12782	2.3053179429	0.999999982914	0.893075125069	65.9044053331
KEGG_PATHWAY	hsa04510:Focal adhesion	6	3.8961038961	0.0823297287335	38926_AT, 38508_S_AT, 1983_AT, 1901_S_AT, 35373_AT, 1910_S_AT	60	201	5085	2.52985074627	0.999914326557	0.79003783761	62.0567278349
INTERPRO	IPR017973:Cytochrome P450, C-terminal region	3	1.94805194805	0.0824792599918	34453_AT, 38229_AT, 1391_S_AT	143	56	16659	6.24088411588	1.0	0.821220466362	69.9001570175
